date,state,fips,cases,deaths
2020-03-12,Castilla-La Mancha,1,1,1
2020-03-12,Castilla y León,1,0,0
2020-03-12,Cataluña,1,4,4
2020-03-12,Ceuta,1,0,0
2020-03-12,C. Valenciana,1,1,1
2020-03-12,Extremadura,1,1,1
2020-03-12,Galicia,1,0,0
2020-03-12,Madrid,1,56,56
2020-03-12,Melilla,1,0,0
2020-03-12,Murcia,1,0,0
2020-03-12,Navarra,1,0,0
2020-03-12,País Vasco,1,11,11
2020-03-12,La Rioja,1,2,2
2020-03-11,Andalucía,1,0,0
2020-03-11,Aragón,1,4,4
2020-03-11,Asturias,1,0,0
2020-03-11,Baleares,1,0,0
2020-03-11,Canarias,1,0,0
2020-03-11,Cantabria,1,0,0
2020-03-11,Castilla-La Mancha,1,0,0
2020-03-11,Castilla y León,1,0,0
2020-03-11,Cataluña,1,3,3
2020-03-11,Ceuta,1,0,0
2020-03-11,C. Valenciana,1,1,1
2020-03-11,Extremadura,1,0,0
2020-03-11,Galicia,1,0,0
2020-03-11,Madrid,1,31,31
2020-03-11,Melilla,1,0,0
2020-03-11,Murcia,1,0,0
2020-03-11,Navarra,1,0,0
2020-03-11,País Vasco,1,6,6
2020-03-11,La Rioja,1,2,2
2020-03-10,Andalucía,1,0,0
2020-03-10,Aragón,1,3,3
2020-03-10,Asturias,1,0,0
2020-03-10,Baleares,1,0,0
2020-03-10,Canarias,1,0,0
2020-03-10,Cantabria,1,0,0
2020-03-10,Castilla-La Mancha,1,0,0
2020-03-10,Castilla y León,1,0,0
2020-03-10,Cataluña,1,3,3
2020-03-10,Ceuta,1,0,0
2020-03-10,C. Valenciana,1,1,1
2020-03-10,Extremadura,1,0,0
2020-03-10,Galicia,1,0,0
2020-03-10,Madrid,1,21,21
2020-03-10,Melilla,1,0,0
2020-03-10,Murcia,1,0,0
2020-03-10,Navarra,1,0,0
2020-03-10,País Vasco,1,6,6
2020-03-10,La Rioja,1,1,1
2020-03-09,Andalucía,1,0,0
2020-03-09,Aragón,1,2,2
2020-03-09,Asturias,1,0,0
2020-03-09,Baleares,1,0,0
2020-03-09,Canarias,1,0,0
2020-03-09,Cantabria,1,0,0
2020-03-09,Castilla-La Mancha,1,0,0
2020-03-09,Castilla y León,1,0,0
2020-03-09,Cataluña,1,1,1
2020-03-09,Ceuta,1,0,0
2020-03-09,C. Valenciana,1,1,1
2020-03-09,Extremadura,1,0,0
2020-03-09,Galicia,1,0,0
2020-03-09,Madrid,1,8,8
2020-03-09,Melilla,1,0,0
2020-03-09,Murcia,1,0,0
2020-03-09,Navarra,1,0,0
2020-03-09,País Vasco,1,5,5
2020-03-09,La Rioja,1,0,0
2020-03-08,Andalucía,1,0,0
2020-03-08,Aragón,1,2,2
2020-03-08,Asturias,1,0,0
2020-03-08,Baleares,1,0,0
2020-03-08,Canarias,1,0,0
2020-03-08,Cantabria,1,0,0
2020-03-08,Castilla-La Mancha,1,0,0
2020-03-08,Castilla y León,1,0,0
2020-03-08,Cataluña,1,1,1
2020-03-08,Ceuta,1,0,0
2020-03-08,C. Valenciana,1,1,1
2020-03-08,Extremadura,1,0,0
2020-03-08,Galicia,1,0,0
2020-03-08,Madrid,1,8,8
2020-03-08,Melilla,1,0,0
2020-03-08,Murcia,1,0,0
2020-03-08,Navarra,1,0,0
2020-03-08,País Vasco,1,5,5
2020-03-08,La Rioja,1,0,0
2020-03-07,Andalucía,1,0,0
2020-03-07,Aragón,1,1,1
2020-03-07,Asturias,1,0,0
2020-03-07,Baleares,1,0,0
2020-03-07,Canarias,1,0,0
2020-03-07,Cantabria,1,0,0
2020-03-07,Castilla-La Mancha,1,0,0
2020-03-07,Castilla y León,1,0,0
2020-03-07,Cataluña,1,1,1
2020-03-07,Ceuta,1,0,0
2020-03-07,C. Valenciana,1,1,1
2020-03-07,Extremadura,1,0,0
2020-03-07,Galicia,1,0,0
2020-03-07,Madrid,1,4,4
2020-03-07,Melilla,1,0,0
2020-03-07,Murcia,1,0,0
2020-03-07,Navarra,1,0,0
2020-03-07,País Vasco,1,1,1
2020-03-07,La Rioja,1,0,0
2020-03-06,Andalucía,1,0,0
2020-03-06,Aragón,1,1,1
2020-03-06,Asturias,1,0,0
2020-03-06,Baleares,1,0,0
2020-03-06,Canarias,1,0,0
2020-03-06,Cantabria,1,0,0
2020-03-06,Castilla-La Mancha,1,0,0
2020-03-06,Castilla y León,1,0,0
2020-03-06,Cataluña,1,0,0
2020-03-06,Ceuta,1,0,0
2020-03-06,C. Valenciana,1,1,1
2020-03-06,Extremadura,1,0,0
2020-03-06,Galicia,1,0,0
2020-03-06,Madrid,1,2,2
2020-03-06,Melilla,1,0,0
2020-03-06,Murcia,1,0,0
2020-03-06,Navarra,1,0,0
2020-03-06,País Vasco,1,1,1
2020-03-06,La Rioja,1,0,0
2020-03-05,Andalucía,1,0,0
2020-03-05,Aragón,1,0,0
2020-03-05,Asturias,1,0,0
2020-03-05,Baleares,1,0,0
2020-03-05,Canarias,1,0,0
2020-03-05,Cantabria,1,0,0
2020-03-05,Castilla-La Mancha,1,0,0
2020-03-05,Castilla y León,1,0,0
2020-03-05,Cataluña,1,0,0
2020-03-05,Ceuta,1,0,0
2020-03-05,C. Valenciana,1,1,1
2020-03-05,Extremadura,1,0,0
2020-03-05,Galicia,1,0,0
2020-03-05,Madrid,1,1,1
2020-03-05,Melilla,1,0,0
2020-03-05,Murcia,1,0,0
2020-03-05,Navarra,1,0,0
2020-03-05,País Vasco,1,1,1
2020-03-05,La Rioja,1,0,0
2020-03-04,Andalucía,1,0,0
2020-03-04,Aragón,1,0,0
2020-03-04,Asturias,1,0,0
2020-03-04,Baleares,1,0,0
2020-03-04,Canarias,1,0,0
2020-03-04,Cantabria,1,0,0
2020-03-04,Castilla-La Mancha,1,0,0
2020-03-04,Castilla y León,1,0,0
2020-03-04,Cataluña,1,0,0
2020-03-04,Ceuta,1,0,0
2020-03-04,C. Valenciana,1,1,1
2020-03-04,Extremadura,1,0,0
2020-03-04,Galicia,1,0,0
2020-03-04,Madrid,1,0,0
2020-03-04,Melilla,1,0,0
2020-03-04,Murcia,1,0,0
2020-03-04,Navarra,1,0,0
2020-03-04,País Vasco,1,0,0
2020-03-04,La Rioja,1,0,0
2020-03-03,Andalucía,1,0,0
2020-03-03,Aragón,1,0,0
2020-03-03,Asturias,1,0,0
2020-03-03,Baleares,1,0,0
2020-03-03,Canarias,1,0,0
2020-03-03,Cantabria,1,0,0
2020-03-03,Castilla-La Mancha,1,0,0
2020-03-03,Castilla y León,1,0,0
2020-03-03,Cataluña,1,0,0
2020-03-03,Ceuta,1,0,0
2020-03-03,C. Valenciana,1,0,0
2020-03-03,Extremadura,1,0,0
2020-03-03,Galicia,1,0,0
2020-03-03,Madrid,1,0,0
2020-03-03,Melilla,1,0,0
2020-03-03,Murcia,1,0,0
2020-03-03,Navarra,1,0,0
2020-03-03,País Vasco,1,0,0
2020-03-03,La Rioja,1,0,0
